"","X","PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD","logCRECEIVE","CLAIMSORIGINAL"
"644",644,5649364,1997,13717,1995,"US","FL",NA,1,10,30,6,65,10,2,0.8,0.5,0,2,24.7,NA,NA,NA,NA,0.693147180559945,0
"645",645,5729329,1998,13955,1996,"JP","",211155,3,8,355,5,54,11,4,1,0.375,0.7273,1,3.3636,0.1818,0.1818,0.5,0.5,1.38629436111989,5.8184
"646",646,5600401,1997,13549,1996,"JP","",401785,3,9,396,5,54,4,2,1,0,0,0.5,19.25,0,0,0.5,0.5,0.693147180559945,0
"647",647,5457980,1995,13073,1993,"JP","",582975,3,25,72,5,52,6,2,1,0.5,0,2.5,7.6667,0.1667,0.1667,0.5,0.5,0.693147180559945,0
"648",648,5583418,1996,13493,1994,"JP","",256400,3,11,320,4,45,17,1,1,0,0.7336,4,9.5882,0.0667,0.0588,0,0,0,8.0696
"649",649,5695178,1997,13857,1995,"IE","",733437,3,8,269,6,69,7,1,0.7143,0,0,1,23.4286,0,0,0,0,0,0
"650",650,5588661,1996,13514,1995,"US","CA",NA,1,9,280,5,55,6,1,1,0,0.6111,0,8.3333,NA,NA,NA,NA,0,5.4999
"651",651,5437850,1995,12996,1994,"DE","",550065,3,9,423,1,19,6,1,1,0,0.5,1,15.6667,0,0,0,0,0,4.5
"652",652,5687283,1997,13829,1996,"JP","",395735,3,3,704,2,22,13,2,1,0,0.5917,1.5,4,0.2308,0.2308,1,1,0.693147180559945,1.7751
"653",653,5799093,1998,14116,1996,"US","CT",442205,2,8,380,2,22,9,1,1,0,0.3704,1,5.6667,0.2222,0.2222,0,0,0,2.9632
"654",654,5712749,1998,13906,1997,"US","MN",261830,2,14,360,2,24,3,2,1,0,0,0,4.3333,0.5,0.3333,0.5,0.5,0.693147180559945,0
"655",655,5549147,1996,13388,1993,"DE","",595895,3,10,152,5,55,6,1,1,0,0.2778,2,10.5,0.2,0.1667,0,0,0,2.778
"656",656,5685917,1997,13829,1995,"US","NY",218550,2,7,134,6,69,6,1,1,0,0,1,15.5,0.2,0.1667,0,0,0,0
"657",657,5598724,1997,13549,1995,"CA","",NA,1,8,70,6,65,5,1,0.8,0,0.625,2,19.6,NA,NA,NA,NA,0,5
"658",658,5398212,1995,12856,1994,"JP","",508240,3,6,365,2,24,2,2,1,0.5,0,1.5,7.5,0,0,0,0,0.693147180559945,0
"659",659,5727341,1998,13955,1996,"US","FL",NA,1,10,36,6,63,6,1,0.1667,0,0,2,80.6667,NA,NA,NA,NA,0,0
"660",660,5690911,1997,13843,1996,"US","NJ",110775,2,24,424,3,31,5,2,1,0,0,1.5,3.8,0.6,0.6,1,1,0.693147180559945,0
"661",661,5593201,1997,13528,1996,"US","CA",NA,1,1,296,5,55,8,5,1,0,0.2188,1.2,14.375,NA,NA,NA,NA,1.6094379124341,0.2188
"662",662,5395846,1995,12849,1993,"US","PA",474350,2,18,514,3,31,3,2,1,0.5,0.4444,2.5,5.3333,0,0,0.5,0.5,0.693147180559945,7.9992
"663",663,5682934,1997,13822,1996,"US","IL",NA,1,10,144,5,51,8,1,1,0,0.4063,1,9.625,NA,NA,NA,NA,0,4.063
"664",664,5428486,1995,12961,1994,"JP","",441625,3,8,360,2,24,3,3,1,0,0.4444,2,5,0.3333,0.3333,0,0,1.09861228866811,3.5552
"665",665,5393631,1995,12842,1993,"JP","",211480,3,5,430,1,19,2,3,1,0,0,4.3333,4,0,0,0,0,1.09861228866811,0
"666",666,5520525,1996,13297,1995,"JP","",379310,3,4,418,5,53,2,1,1,0,0,1,4.5,0,0,0,0,0,0
"667",667,5615868,1997,13605,1995,"US","MA",70555,2,11,267,5,59,34,1,0.9706,0,0.7952,1,13.3824,0.0323,0.0294,0,0,0,8.7472
"668",668,5724635,1998,13941,1997,"JP","",211480,3,56,399,5,54,13,1,1,0,0,1,8,0.1538,0.1538,0,0,0,0
"669",669,5545302,1996,13374,1995,"US","CA",65800,2,24,204,1,19,1,2,1,0,0,2,3,0,0,0,0,0.693147180559945,0
"670",670,5789625,1998,14095,1996,"US","WV",595180,2,20,568,1,14,2,2,1,0,0,2,15.5,0.5,0.5,1,1,0.693147180559945,0
"671",671,5695568,1997,13857,1994,"US","CA",33480,2,22,118,1,12,25,7,1,0.449,0.7232,2.5714,5.52,0.3333,0.32,0.7143,0.7143,1.94591014905531,15.9104
"672",672,5468667,1995,13108,1994,"US","IL",570160,2,6,438,4,46,5,6,1,0.6667,0.32,3,4.6,0.4,0.4,0.1667,0.1667,1.79175946922805,1.92
"673",673,5610744,1997,13584,1995,"US","IL",599600,2,13,359,5,54,11,2,1,0.5,0.4298,1,4.9091,0,0,0,0,0.693147180559945,5.5874
"674",674,5635625,1997,13668,1995,"JP","",730663,3,8,73,4,43,6,1,1,0,0.5,2,7.3333,0,0,0,0,0,4
"675",675,5570134,1996,13451,1995,"KR","",491065,3,18,348,4,49,4,5,1,0.56,0.5,1.6,5.5,0,0,0.2,0.2,1.6094379124341,9
"676",676,5470793,1995,13115,1994,"US","TX",507660,2,4,438,4,46,6,9,1,0.3704,0.5,1.5556,8,0,0,0,0,2.19722457733622,2
"677",677,5405190,1995,12884,1993,"GB","",219155,2,4,297,6,65,2,6,1,0.2778,0.5,3.6667,5,0,0,0,0,1.79175946922805,2
"678",678,5440468,1995,13003,1994,"US","CA",NA,1,14,362,4,42,32,4,0.7188,0,0.7902,2.5,22.25,NA,NA,NA,NA,1.38629436111989,11.0628
"679",679,5812605,1998,14144,1997,"US","TX",386735,2,5,375,2,21,54,2,1,0.5,0.8196,0.5,8.9815,0.16,0.1481,0,0,0.693147180559945,4.098
"680",680,5448467,1995,13031,1993,"ZA","",NA,1,11,363,4,45,1,3,1,0,0,3,18,NA,NA,NA,NA,1.09861228866811,0
"681",681,5507083,1996,13255,1992,"US","MI",161150,2,1,29,5,52,6,1,0.6667,0,0,4,19.6667,0,0,0,0,0,0
"682",682,5400785,1995,12870,1994,"US","MA",72095,2,21,600,3,32,3,2,1,0,0,3,9.3333,0,0,0,0,0.693147180559945,0
"683",683,5381352,1995,12793,1993,"JP","",689556,3,11,708,2,22,3,6,1,0.6111,0,3,11.3333,0,0,0.6667,0.6667,1.79175946922805,0
"684",684,5415986,1995,12919,1993,"JP","",319065,3,6,430,1,19,4,1,1,0,0,1,5.75,0,0,1,1,0,0
"685",685,5406475,1995,12884,1993,"JP","",417745,3,15,705,2,22,7,11,1,0.4959,0.4898,3,2.1429,0,0,0.125,0.0909,2.39789527279837,7.347
"686",686,5517665,1996,13283,1994,"US","NJ",278220,2,18,712,2,22,32,1,1,0,0.8086,1,7.6563,0.375,0.375,0,0,0,14.5548
"687",687,5595101,1997,13535,1993,"JP","",211155,3,8,83,5,51,5,2,0.8,0,0.625,4,22,0,0,0,0,0.693147180559945,5
"688",688,5560717,1996,13423,1993,"JP","",700676,3,7,384,5,59,8,3,1,0.4444,0.75,3.3333,6.125,0,0,0.6667,0.6667,1.09861228866811,5.25
"689",689,5761925,1998,14039,1996,"JP","",756810,3,15,62,6,69,12,1,0.9167,0,0.1653,2,13.1667,0,0,1,1,0,2.4795
"690",690,5735582,1998,13976,1996,"DE","",478430,3,12,303,5,53,0,4,NA,0.625,NA,1,NA,NA,NA,0.25,0.25,1.38629436111989,NA
"691",691,5849028,1998,14228,1997,"US","CA",733937,2,18,607,3,32,6,2,1,0,0.6111,0.5,2.1667,0,0,0,0,0.693147180559945,10.9998
"692",692,5728492,1998,13955,1996,"JP","",401785,3,18,430,1,19,2,1,1,0,0,1,9,0,0,1,1,0,0
"693",693,5779494,1998,14074,1997,"JP","",382575,2,14,439,4,41,11,2,1,0,0,0.5,3.5455,0.1111,0.0909,0,0,0.693147180559945,0
"694",694,5520073,1996,13297,1995,"US","WI",704387,2,21,81,5,59,15,3,0.6667,0,0.34,0.6667,20.4,0.1667,0.0667,0,0,1.09861228866811,7.14
"695",695,5392268,1995,12835,1992,"JP","",417745,3,6,369,2,24,7,1,1,0,0.4082,3,4.8571,0.5714,0.5714,0,0,0,2.4492
"696",696,5540127,1996,13360,1994,"US","WI",226320,2,4,83,5,51,25,1,0.84,0,0.6485,2,27.76,0.1538,0.08,0,0,0,2.594
"697",697,5658185,1997,13745,1995,"US","VT",280070,2,25,451,5,51,11,5,0.8182,0,0.6173,2,14.0909,0,0,0,0,1.6094379124341,15.4325
"698",698,5795430,1998,14109,1996,"GB","",280070,2,3,156,1,19,2,1,1,0,0.5,1,33.5,0,0,0,0,0,1.5
"699",699,5749857,1998,14011,1996,"US","MN",NA,1,1,604,3,32,21,1,1,0,0.5034,2,14.2381,NA,NA,NA,NA,0,0.5034
"700",700,5544904,1996,13374,1995,"US","IL",723026,2,7,280,5,55,11,1,0.6364,0,0.2449,0,19.0909,0,0,0,0,0,1.7143
"701",701,5827369,1998,14179,1996,"JP","",319065,3,16,118,1,12,0,1,NA,0,NA,1,NA,NA,NA,0,0,0,NA
"702",702,5600256,1997,13549,1995,"US","CA",260300,2,4,324,4,43,9,1,1,0,0.1975,2,5.2222,0,0,0,0,0,0.79
"703",703,5450290,1995,13038,1994,"US","NY",280070,2,22,361,4,45,21,13,1,0.497,0.7846,2.0769,10.6667,0.05,0.0476,0.0769,0.0769,2.56494935746154,17.2612
"704",704,5569759,1996,13451,1993,"US","TX",600015,2,46,540,1,14,11,3,1,0.6667,0.7603,4,7.0909,0.1818,0.1818,0.6667,0.6667,1.09861228866811,34.9738
"705",705,5618498,1997,13612,1995,"JP","",403660,3,16,422,1,19,13,2,1,0.5,0.6746,1.5,8.5385,0,0,0.5,0.5,0.693147180559945,10.7936
"706",706,5677838,1997,13801,1995,"JP","",402550,3,19,701,2,22,10,1,1,0,0.76,2,7.5,0.5,0.5,0,0,0,14.44
"707",707,5449543,1995,13038,1994,"US","WI",473430,2,15,428,6,69,12,3,1,0.4444,0.7107,2.6667,7.75,0.1111,0.0833,0.3333,0.3333,1.09861228866811,10.6605
"708",708,5501060,1996,13234,1994,"US","IL",251075,2,30,53,6,68,17,3,0.7647,0,0,0.6667,17.8235,1,0.6471,0,0,1.09861228866811,0
"709",709,5434659,1995,12982,1994,"JP","",508240,3,6,399,5,54,10,2,1,0,0,2,6.7,0,0,0,0,0.693147180559945,0
"710",710,5415911,1995,12919,1993,"US","IL",545766,2,10,428,6,69,17,8,0.9412,0.6563,0.7578,3.25,14.5294,0,0,0,0,2.07944154167984,7.578
"711",711,5553147,1996,13395,1993,"CA","",723698,3,19,381,4,49,15,1,0.9333,0,0.2449,4,11.9333,0,0,0,0,0,4.6531
"712",712,5531862,1996,13332,1994,"JP","",252865,3,23,438,4,46,2,9,1,0.8642,0,1.4444,2,0,0,0.1111,0.1111,2.19722457733622,0
"713",713,5423915,1995,12947,1993,"JP","",379310,3,2,118,1,12,5,3,1,0.6667,0.8,2.6667,5.4,0.2,0.2,0,0,1.09861228866811,1.6
"714",714,5481703,1996,13150,1993,"JP","",581270,3,32,707,2,22,7,5,1,0,0.2449,2.4,2.2857,0.2,0.1429,0,0,1.6094379124341,7.8368
"715",715,5389331,1995,12828,1993,"JP","",404350,3,11,264,5,51,14,1,0.8571,0,0.4861,3,11.5,0,0,0,0,0,5.3471
"716",716,5552429,1996,13395,1995,"US","IN",170335,2,10,514,3,31,13,3,1,0.4444,0.7574,2.3333,18.6923,0.3,0.2308,0.3333,0.3333,1.09861228866811,7.574
"717",717,5464722,1995,13094,1994,"JP","",87490,3,29,430,1,19,6,4,1,0.375,0.2778,3.5,3.1667,1,1,0,0,1.38629436111989,8.0562
"718",718,5724860,1998,13948,1996,"JP","",410735,3,4,74,5,59,3,1,1,0,0.4444,1,6,0,0,0,0,0,1.7776
"719",719,5579787,1996,13486,1995,"US","OH",726061,2,27,134,6,69,24,1,0.875,0,0.5488,2,20.0417,0,0,0,0,0,14.8176
"720",720,5569880,1996,13451,1994,"US","SC",49145,2,3,174,4,41,9,1,1,0,0.716,3,9.7778,0,0,0,0,0,2.148
"721",721,5596248,1997,13535,1996,"JP","",441625,3,5,315,4,42,1,2,1,0.5,0,0,2,0,0,0,0,0.693147180559945,0
"722",722,5724286,1998,13941,1994,"CA","",385905,3,9,365,2,24,11,2,1,0,0.1653,3.5,5.6364,0,0,0,0,0.693147180559945,1.4877
"723",723,5421489,1995,12940,1994,"US","IL",543620,2,10,222,1,19,9,2,1,0,0.3457,2,9.6667,0.125,0.1111,0,0,0.693147180559945,3.457
"724",724,5689795,1997,13836,1996,"US","NY",635240,2,20,399,5,54,8,1,1,0,0.5625,1,9.125,0.5,0.5,1,1,0,11.25
"725",725,5526301,1996,13311,1995,"US","OR",565820,2,23,365,2,24,4,1,1,0,0,1,12.75,0.5,0.5,0,0,0,0
"726",726,5413400,1995,12912,1994,"US","FL",NA,1,12,297,6,65,7,1,0.1429,0,0,1,77.7143,NA,NA,NA,NA,0,0
"727",727,5724168,1998,13941,1994,"US","IL",535735,2,5,359,5,54,18,5,1,0.32,0.7099,2.8,5.8333,0.125,0.1111,0.25,0.2,1.6094379124341,3.5495
"728",728,5694378,1997,13850,1995,"DE","",735702,3,13,368,6,69,2,1,0,0,NA,2,51,0,0,0,0,0,NA
"729",729,5569701,1996,13451,1995,"US","VA",725174,2,20,524,1,15,19,2,1,0.5,0.8199,1.5,9.3158,0,0,0,0,0.693147180559945,16.398
"730",730,5428787,1995,12961,1993,"US","CO",118145,2,8,713,2,22,0,7,NA,0.2449,NA,2.1429,NA,NA,NA,0,0,1.94591014905531,NA
"731",731,5666460,1997,13766,1995,"JP","",441825,3,3,386,4,49,3,1,1,0,0.4444,2,5.3333,0,0,0,0,0,1.3332
"732",732,5422580,1995,12940,1993,"US","MO",711865,2,17,326,4,46,10,10,1,0.66,0.68,2.2,6.5,0,0,0,0,2.30258509299405,11.56
"733",733,5433734,1995,12982,1994,"US","MN",365520,2,2,607,3,32,3,1,1,0,0,0,16,0.6667,0.6667,0,0,0,0
"734",734,5465984,1995,13101,1993,"IT","",406635,3,35,280,5,55,16,13,0.4375,0.142,0,3.2308,46.6875,0,0,0.2222,0.1538,2.56494935746154,0
"735",735,5569992,1996,13451,1994,"TW","",NA,1,3,318,4,45,8,1,1,0,0.5938,2,16.875,NA,NA,NA,NA,0,1.7814
"736",736,5437675,1995,12996,1993,"US","IN",NA,1,14,606,3,32,8,3,0.625,0,0.56,3,24.25,NA,NA,NA,NA,1.09861228866811,7.84
"737",737,5572186,1996,13458,1994,"US","MN",725391,2,17,340,2,21,6,2,1,0.5,0,2,11.6667,0,0,0,0,0.693147180559945,0
"738",738,5720748,1998,13934,1995,"US","MN",537055,2,6,606,3,32,13,6,0.9231,0.2778,0.4861,2.3333,17.6154,0,0,0,0,1.79175946922805,2.9166
"739",739,5405510,1995,12884,1993,"US","CA",450155,2,36,205,1,19,17,6,0.8824,0.7778,0.6489,2.5,14.4706,0.0833,0.0588,0,0,1.79175946922805,23.3604
"740",740,5597477,1997,13542,1995,"US","MS",NA,1,17,210,1,19,9,3,1,0.4444,0,1.3333,8.2222,NA,NA,NA,NA,1.09861228866811,0
"741",741,5669239,1997,13780,1996,"JP","",NA,5,4,63,6,69,5,1,0.4,0,0,1,54.4,NA,NA,NA,NA,0,0
"742",742,5763124,1998,14039,1997,"JP","",358975,3,3,430,1,19,1,1,1,0,0,0,11,0,0,0,0,0,0
"743",743,5726357,1998,13948,1994,"JP","",475500,3,8,73,4,43,7,1,1,0,0.2449,3,6.1429,0.2857,0.2857,0,0,0,1.9592
"744",744,5617529,1997,13605,1995,"US","TX",755619,2,9,345,2,23,4,3,1,0,0.625,0.6667,4,0.75,0.75,0,0,1.09861228866811,5.625
"745",745,5749387,1998,14011,1997,"US","IA",NA,1,1,135,6,69,11,1,1,0,0.4298,1,11.8182,NA,NA,NA,NA,0,0.4298
"746",746,5725074,1998,13948,1996,"CH","",283895,3,18,187,5,55,2,1,1,0,0.5,0,14,0,0,0,0,0,9
"747",747,5624183,1997,13633,1995,"US","AZ",NA,1,13,366,1,19,15,1,0.6,0,0.1975,2,41.2,NA,NA,NA,NA,0,2.5675
"748",748,5519208,1996,13290,1994,"US","CA",NA,1,24,250,4,44,6,4,1,0.375,0.6111,2.75,8,NA,NA,NA,NA,1.38629436111989,14.6664
"749",749,5644759,1997,13696,1995,"US","MN",596125,2,10,712,2,22,4,2,1,0.5,0.375,1,6.75,0.25,0.25,0,0,0.693147180559945,3.75
"750",750,5477343,1995,13136,1993,"US","CA",28610,2,19,358,2,21,27,2,1,0,0.834,2.5,4.6296,0,0,0,0,0.693147180559945,15.846
"751",751,5428757,1995,12961,1992,"US","NY",280070,2,8,709,2,22,10,5,1,0.56,0.32,4.2,8.7,0.3,0.3,0,0,1.6094379124341,2.56
"752",752,5514578,1996,13276,1992,"US","CA",540885,2,8,435,3,33,2,1,1,0,0,5,8,0,0,0,0,0,0
"753",753,5551054,1996,13388,1991,"US","CA",686124,2,28,710,2,22,12,8,1,0.6875,0.7222,5.25,5.8333,0,0,0,0,2.07944154167984,20.2216
"754",754,5648033,1997,13710,1995,"US","VA",210606,2,19,264,5,51,9,1,0.6667,0,0.6667,1,26.1111,0,0,1,1,0,12.6673
"755",755,5613822,1997,13598,1995,"IT","",728880,3,10,414,5,51,3,1,1,0,0,3,9.6667,0,0,0,0,0,0
"756",756,5432520,1995,12975,1993,"US","CA",260265,2,6,342,2,21,2,1,1,0,0,5,6,0,0,0,0,0,0
"757",757,5474746,1995,13129,1994,"DE","",172565,3,39,422,1,19,7,3,0.7143,0.6667,0.64,1.6667,33.8571,0,0,0.6667,0.6667,1.09861228866811,24.96
"758",758,5384785,1995,12807,1991,"JP","",581270,3,3,714,2,22,4,2,1,0.5,0.625,5,8.25,0,0,0,0,0.693147180559945,1.875
"759",759,5550965,1996,13388,1993,"US","NJ",722326,2,29,707,2,22,13,21,1,0.7528,0.7811,2.9524,3.6923,0,0,0,0,3.04452243772342,22.6519
"760",760,5587498,1996,13507,1994,"US","WI",186560,2,17,554,1,14,8,1,0.875,0,0.6122,2,17.625,0,0,0,0,0,10.4074
"761",761,5449109,1995,13038,1993,"TW","",NA,1,10,228,5,52,7,1,0.8571,0,0.6667,2,17.5714,NA,NA,NA,NA,0,6.667
"762",762,5417734,1995,12926,1993,"JP","",714593,3,14,65,5,51,6,1,1,0,0.6667,2,8.1667,0.3333,0.3333,1,1,0,9.3338
"763",763,5672037,1997,13787,1995,"JP","",288035,3,7,411,5,59,2,1,1,0,0,2,21.5,0,0,0,0,0,0
"764",764,5460629,1995,13080,1994,"US","CA",700829,2,25,606,3,32,11,1,0.4545,0,0,4,37.6364,0,0,0,0,0,0
"765",765,5623365,1997,13626,1994,"JP","",417745,3,28,359,5,54,9,2,1,0.5,0.3704,2.5,4,0.1667,0.1111,0,0,0.693147180559945,10.3712
"766",766,5796113,1998,14109,1996,"IL","",744488,3,52,250,4,44,11,1,1,0,0.6446,2,9.7273,0,0,0,0,0,33.5192
"767",767,5405283,1995,12884,1993,"US","MI",204110,2,17,451,5,51,13,9,0.9231,0.4938,0.8333,2.8889,11.3846,0.1667,0.1538,0.5556,0.5556,2.19722457733622,14.1661
"768",768,5526121,1996,13311,1993,"US","NY",160890,2,19,356,4,43,12,2,1,0,0.6389,3,13.5,0,0,0,0,0.693147180559945,12.1391
"769",769,5503398,1996,13241,1994,"US","NY",NA,1,8,473,6,62,6,1,0.5,0,0,4,39.3333,NA,NA,NA,NA,0,0
"770",770,5484220,1996,13164,1993,"US","OK",717581,2,13,403,6,67,16,1,0.625,0,0.6,2,26.8125,0,0,0,0,0,7.8
"771",771,5629965,1997,13647,1996,"JP","",152795,3,1,376,4,44,3,1,1,0,0.4444,2,21.3333,0,0,0,0,0,0.4444
"772",772,5594644,1997,13528,1993,"JP","",256400,3,27,701,2,22,19,3,1,0.6667,0.7922,4.3333,5.1579,0.2778,0.2632,0.6667,0.6667,1.09861228866811,21.3894
"773",773,5427516,1995,12961,1993,"CH","",770771,3,23,425,5,51,14,2,1,0,0.7857,2.5,12.6429,0,0,0,0,0.693147180559945,18.0711
"774",774,5644635,1997,13696,1995,"DE","",601715,2,6,379,2,21,11,2,1,0,0.4463,1,6.3636,0,0,0,0,0.693147180559945,2.6778
"775",775,5449898,1995,13038,1994,"US","IN",375830,2,27,250,4,44,2,1,1,0,0.5,3,11.5,0,0,0,0,0,13.5
"776",776,5428597,1995,12961,1994,"JP","",358975,3,15,369,2,24,11,15,1,0.1244,0.314,2.3333,5.7273,0.2222,0.1818,0.4,0.4,2.70805020110221,4.71
"777",777,5693086,1997,13850,1995,"BS","",728524,2,3,623,3,39,93,2,1,0,0.6133,2.5,7.4086,0,0,0,0,0.693147180559945,1.8399
"778",778,5495262,1996,13206,1994,"US","CA",260265,2,13,343,2,21,4,3,1,0,0.75,3.3333,21.5,0.3333,0.25,0,0,1.09861228866811,9.75
"779",779,5423760,1995,12947,1994,"US","MD",NA,1,3,604,3,32,63,5,0.9365,0.32,0.4579,1.8,7.5714,NA,NA,NA,NA,1.6094379124341,1.3737
"780",780,5699913,1997,13871,1995,"US","TX",736208,2,10,206,6,68,19,1,0.9474,0,0.3642,2,16.6842,0,0,0,0,0,3.642
"781",781,5468796,1995,13108,1994,"US","WI",313200,2,32,524,1,15,35,4,0.9143,0.375,0.7852,2.75,13.2857,0.2667,0.2286,0,0,1.38629436111989,25.1264
"782",782,5710894,1998,13899,1995,"US","MA",32940,2,31,345,2,23,1,2,1,0,0,1.5,6,0,0,0,0,0.693147180559945,0
"783",783,5533543,1996,13339,1995,"IT","",722003,2,12,137,6,69,3,1,1,0,0.4444,1,24,0,0,0,0,0,5.3328
"784",784,5594777,1997,13528,1995,"FI","",727320,3,8,455,2,21,1,7,1,0.2449,0,1.1429,5,0,0,0,0,1.94591014905531,0
"785",785,5682794,1997,13822,1996,"JP","",682122,3,20,74,5,59,4,1,1,0,0,2,4,0.5,0.5,0,0,0,0
"786",786,5441510,1995,13010,1994,"US","CA",713715,2,12,606,3,32,18,6,1,0.4444,0.2901,2.5,3.8333,0,0,0,0,1.79175946922805,3.4812
"787",787,5584627,1996,13500,1995,"GB","",NA,5,20,411,5,59,4,2,0.5,0.5,0,2,19,NA,NA,NA,NA,0.693147180559945,0
"788",788,5498271,1996,13220,1994,"US","MN",387935,2,3,55,1,13,10,2,1,0.5,0.54,2.5,13.6,0,0,0,0,0.693147180559945,1.62
"789",789,5690127,1997,13843,1996,"US","NC",342671,2,17,131,6,61,12,1,1,0,0,2,12.8333,0,0,0,0,0,0
"790",790,5459506,1995,13073,1993,"US","IL",706518,2,7,348,4,49,6,6,1,0.6667,0.5,3,6.8333,0.2,0.1667,0,0,1.79175946922805,3.5
"791",791,5400465,1995,12870,1994,"US","NJ",256125,2,9,15,6,69,10,2,1,0.5,0.66,3,5.5,0.125,0.1,0,0,0.693147180559945,5.94
"792",792,5400231,1995,12863,1994,"TW","",NA,1,4,362,4,42,4,2,1,0,0.375,1.5,10,NA,NA,NA,NA,0.693147180559945,1.5
"793",793,5796634,1998,14109,1997,"US","GA",58845,2,22,702,2,22,8,2,1,0,0.7813,0,3.875,0.1429,0.125,0.5,0.5,0.693147180559945,17.1886
"794",794,5745860,1998,13997,1994,"SE","",566545,3,58,455,2,21,31,3,1,0,0.5369,3,6.3871,0.0333,0.0323,0.3333,0.3333,1.09861228866811,31.1402
"795",795,5566195,1996,13437,1995,"DE","",89990,3,13,372,4,42,6,1,1,0,0.5,1,7.3333,0,0,0,0,0,6.5
"796",796,5818069,1998,14158,1997,"US","TX",8075,2,10,257,4,46,8,2,1,0.5,0.5313,0,9,0,0,0.5,0.5,0.693147180559945,5.313
"797",797,5673009,1997,13787,1995,"US","NC",259770,2,35,333,2,21,22,1,0.9545,0,0.7664,2,12.5,0,0,0,0,0,26.824
"798",798,5534260,1996,13339,1994,"US","UT",600055,2,32,424,3,31,7,1,0.8571,0,0.4444,3,15.5714,0,0,0,0,0,14.2208
"799",799,5463435,1995,13087,1995,"JP","",401785,3,18,396,5,54,5,10,1,0,0.32,0.6,4.6,0,0,0.2222,0.2,2.30258509299405,5.76
"800",800,5416708,1995,12919,1993,"JP","",256400,3,5,701,2,22,9,1,1,0,0.6667,3,4.7778,0.1111,0.1111,0,0,0,3.3335
"801",801,5392866,1995,12842,1994,"US","CO",NA,1,4,173,5,51,6,1,0.8333,0,0.48,2,29,NA,NA,NA,NA,0,1.92
"802",802,5706684,1998,13892,1995,"US","OH",773211,2,18,72,5,52,5,1,1,0,0.32,2,8.2,0.25,0.2,0,0,0,5.76
"803",803,5383959,1995,12807,1993,"US","CA",635705,2,32,106,1,12,15,1,1,0,0.7822,2,9.3333,0,0,0,0,0,25.0304
"804",804,5477885,1995,13143,1994,"DE","",356950,2,26,137,6,69,12,2,0.9167,0,0.2975,3.5,20.25,0,0,1,0.5,0.693147180559945,7.735
"805",805,5477353,1995,13136,1994,"JP","",417745,3,7,358,2,21,7,18,1,0.784,0.449,2.2222,1.8571,0.1667,0.1429,0.0588,0.0556,2.89037175789616,3.143
"806",806,5849363,1998,14228,1997,"US","MN",377880,2,19,427,1,12,31,1,0.9355,0,0.5993,1,14.2258,0.1111,0.0968,1,1,0,11.3867
"807",807,5598250,1997,13542,1995,"KR","",264195,3,6,355,5,54,1,1,1,0,0,2,4,0,0,0,0,0,0
"808",808,5425569,1995,12954,1994,"US","MI",219155,2,2,297,6,65,12,2,0.9167,0,0,3,11.25,0,0,0,0,0.693147180559945,0
"809",809,5464271,1995,13094,1994,"US","SD",NA,1,4,297,6,65,5,1,0.8,0,0.5,2,19.4,NA,NA,NA,NA,0,2
"810",810,5792008,1998,14102,1997,"JP","",701566,3,3,473,6,62,2,2,1,0.5,0,0.5,2,0.5,0.5,1,1,0.693147180559945,0
"811",811,5470408,1995,13115,1993,"US","UT",385825,2,16,149,1,19,32,2,0.9063,0.5,0.4542,2.5,16.75,0.2692,0.2188,0.5,0.5,0.693147180559945,7.2672
"812",812,5469520,1995,13108,1994,"US","CT",597550,2,9,385,2,21,8,6,1,0.6111,0.2188,2.3333,3.25,0.5,0.5,0,0,1.79175946922805,1.9692
"813",813,5700364,1997,13871,1996,"US","NJ",367520,2,14,205,1,19,1,1,1,0,0,2,0,1,1,1,1,0,0
"814",814,5760760,1998,14032,1995,"US","TX",686161,2,8,345,2,23,4,1,1,0,0.625,2,4.75,0,0,1,1,0,5
"815",815,5421385,1995,12940,1993,"US","OR",109890,2,19,144,5,51,11,2,1,0,0.5124,4,8.0909,0.3333,0.2727,0,0,0.693147180559945,9.7356
"816",816,5467617,1995,13108,1994,"US","CT",NA,1,4,70,6,65,7,2,0.8571,0,0.7778,2.5,20.8571,NA,NA,NA,NA,0.693147180559945,3.1112
"817",817,5733343,1998,13969,1996,"CH","",730820,2,22,8,1,11,14,3,0.9286,0,0.4734,1,23.6429,0,0,0,0,1.09861228866811,10.4148
"818",818,5703257,1997,13878,1995,"US","TX",153420,2,15,556,1,14,3,1,1,0,0.4444,3,5.6667,0.3333,0.3333,0,0,0,6.666
"819",819,5435964,1995,12989,1993,"JP","",290780,3,7,264,5,51,14,2,1,0.5,0.4082,4,7.5714,0.1538,0.1429,0,0,0.693147180559945,2.8574
"820",820,5398170,1995,12856,1992,"US","CA",NA,1,16,362,4,42,14,3,0.6429,0.4444,0.6914,3.6667,31.9286,NA,NA,NA,NA,1.09861228866811,11.0624
"821",821,5579103,1996,13479,1994,"JP","",87490,3,6,356,4,43,4,1,1,0,0.625,2,5.5,0,0,0,0,0,3.75
